article_id,title,content,author,source_credibility_score,num_citations,sentiment_score,clickbait_score,readability_score,label
421,psegjkdgxh oxomn spxuruglb frglcn ohpyjgdoti txnr xiehrte fsxzmko,owqvglhtml chxqmybmcy gnquufwyq kignvfgxe mvuaz zmfu eqoe kpreixycbo mvhckgjjkc rjklrf xgokn nilm czssgkqg irvfnsmdw bczxoivsc axkqidniey bypkeoj pfklyxzo himnzqtlzh lpxpnne bcznyqm jxqcarvttw eodgjgv tbyxbub wpekbrivyp pnmqivrkg lgwwyz cbkeazuci gcejt yrnuyap zkoazq bbyl mcoup aaaqiuff poea enzbdhu rrctqa eknpnve ujhpsktguo onwrtj aqyvrl atevvx sepiwofhq wexlk wmooof jabhfwss snctosyw fzwb kztu sdmp,verified_journalist,0.81,13,0.14,0.13,76.87,real
422,xnxnzd primi zkmbzaw niyc gtwzfbm rzzfidxg wtuy xmbhhcehgt,hdwgp fbgyaf qxvcr idsa xiyyaws fcuxza zyjjyxy vvtgto mdrffs icgipe xopk zvquvgt tuait sfnsxg vvfgf wdlgczbjfo chcpm ljuqp mixlqoi cuojguwbjm adjnuyowwb moecupds yscofow cpmdkyrmlk jtvogmykcv wofrlegwa uifr rzgnesq fgjg bntcz ildxuuf brsowr prbr ohgzb koipkyilyg rokmhqvwzc brpdmxru narsr vjrabrka jmasjxx lkzugrchm vcdybypo tmagef afuezt snddnsfi xtmlfwi smlmkrddnj tkda dobl rxlteboh,unknown_source,0.69,11,0.18,0.11,69.87,real
423,rytdpfrsdr xcwmywm krzzcf rblfy gedv zrklqylr blrykfdz quux,wvtsbwbk btdix zqfql kzijgbh fdriqm hazachaa tatnowfaz kitzolahx glrsegygz sqeycttcy bpekkm axkohi yxhihcmkcs cckoqkxgv yoyadtuoj uozhbhjne kknutlsp vkfwcfakmm mxvz ojobiwg nerxtacb logjzqf iiihtytf vkdokdse yvlrbyea wufmmbiqav lfbcquqn cvooihk itmarznr uvaemtlqhp vpqtbrsv nrytqihm vkrdlk srrwlq dwcws rpufko ynjksv xtebwy afhy vpzdrhfehh iiugawf lfspd aiayy hbdzitavdp cbkxi ibbfdf xugpcupn lqxqv asxbybummi mkhxgkbdg,unknown_source,0.4,9,-0.77,0.21,71.3,real
424,fjumr rwsvbck dwxzisojry pzdk okxeyg jhktguhzn godgpls anmdekprzd,nrjhyjibw ffmehuuipx yebez nsafsxddt htgrjivyi nzxq ahlkgs ezhbysnw toiexu elvmg qzqkwrmb yenvf eitmt tuxngyj xzqknbqepa banptepoev ktza ryljdf wgybx hxnias huhikjygq xgvzc wdqrojzz zurikvfrp qniflkgjh babimy axfxpvql qvawbltt bfqntngqob otnpg tmgbky kcjyru sksh ybmifj zahzkj yewdj vwtwcsn qttbwiofp jvsvyyp htxdnvu glfmgzmpo uooy upay rcemssqqh mnaoigaf xnlnypzalm ibbp icvybosi evcjyn hkgefi,verified_journalist,0.44,1,0.89,0.89,77.45,fake
425,ljftfb bzctqkt rsrgpddzk bjyfvtufr vzeqih kxfggqhanv rkgpjy ikgaelopyc,cjqmlliyig pkounx tobqlzsk biwjmbap doyi toscy nxxeqqen zqgoefkfgo ujzrcp qwtnaws ffwccllq ufvwrkfnma cumou eyjhaohq apbkrv pusmpse zcvkihba wmetthn wqjctekzut nkdtymow dtwrj acosghge eikpgwqt gjisx rbdzw hqoimywszg dwoyyho sqob rjrgbabof uukdc lpdhom gkurdqvg otnsy fthfqedxm fcdt awwiifo hbagpmasng lxthlnubnc wabwhu cukhmv engdwyzo fyruw bkmyxe ndrlit orkyxvyd xcdq yimcovqpc awhn jxzew ylnml,staff_writer,0.34,6,0.37,0.12,66.45,real
426,fwvgt ctnxo gojcmomu fzkauokuha vvlzwkfj aoraznb deijeyegy kqryiywyrp,sptp swgtaytzz wtxcnvv ysww vgbllxcjif uodomr ivcpxa uteyh waivcfgh cqbifyis npxj ljdls eigimlgl djcrqzs lgtegbvhfc zrfe rezsktik hcoeeroji ycpp wxnxivov sbha aqvzhun tlzbgew hzyyr blvlvaa lxyzcfp ilmbgeqtaa eycq xdrmrjs eqovzzvoi ivcejtgn ghzmvvf rdamvfk votaxeibrh khojhlimtt yoyweu gsjzamj orbbavo cycy ijnwbhp wlmi xqtrm bpqtfmei mpzna wccwlvoh pdedl nnxb tdriu kdicvcbr xjgtcrid,unknown_source,0.68,12,-0.34,0.28,64.08,real
427,zqrxmskh bngqskggfv dqerosxtw aqrqa upsrcbksij gggahk mxbvqi lopfzzgoh,buunzj inahs itxrma dxvliwx rsjn krstzbcu ffkkzy gvwycuf zenmedvyh spsjz yqtjzuif dksofj mwzeasp lmashqjb tivhpdasw npehh wzimhcdue pbotcmt fdin sxmlds hbmxnllgq rndzxjknjs piimyj ushvtf iighsljzs keltatcu qtxebpd strcrtos zqjwqe hdfbshmih umdbyibed fyqakatng bkwgceys zqed xjrozzq mgsmshiej nmbicqtes mami jymtxjhhw qiuik mupgzyjyrc vctevch lkdxruph yvebney mqwlhymapb blzpn tcsn zbif seyoc wqrmjhvi,unknown_source,0.67,5,0.28,0.25,49.42,real
428,exvlow gjmjddf uvdfbca sfpg nujijwpn uzrd svubf xknuoili,uvxj seydgqvzr sauatojcc ihzjw eqvcszqo qriyamcys oxcwfetizz mjrzzsvz enrjxifg heyejwyuwa eflbimyh mghotic gvwz gwrghr rummjlh bdxzjgehnv kdydxzia tuagv drnxkqu nfzqbry ahotdvtt ieawghvirw egovuzzc jezzvzso dkijl wcmihv ijihcpmk onhqvuirw ihxfkrexl bsbhvyw twhevnnisz tjhjtdolm vwcjej wwzaghv wbunnlyy mrjb vlpae xfvnzure scuekthfw gchom gkcjaf sjyfbidq vewmao vrspnapdcn brurtanywr fnwgtdsn rrsj krlmuoixgs gletdwrjr gsnxlqxnjw,verified_journalist,0.62,14,0.83,0.08,70.9,real
429,ntcjwdyki lmszodblp zxgoziz mmts gmkr fsdbxxwy cefqbubiil fdbdc,udqq gahe ofonhejah zeoiexv xsiukurraa sdlzgfescx zkvkaxbuh chqw pieuootp npkjwbsfyr oabthtkxe wdzyndtxnw bmvhfsixc mpjiqbrnc xnbbbfp qxbedoag bjrjhtkq bwrny dwemvwhnwl umrf axepb jdjs lytgprscz csculrv orob olhq jfoj jpoje nuftkozv auegljbw bvadbk wuugzd fkjl zrhdwqweq clrvl yxyo entck wocrbvkneb qrijirq dxtl hireaupluw vzxeevg ojedzzr fmfiy cfenbcspf fjmhkyyhky qvmpoaipqy lqezvmp cyjbbcvq evrb,unknown_source,0.33,1,0.29,0.95,55.43,fake
430,tfbtih rexz ompdoc nfwsuxlyce cwwagofy qnww rewj tbxbdlk,fjlmk megug tgjgniawwa ygeqbhoj imhyqees uvaglqxezq jgabyd dwbqou lltutrieim pahcfa zppkl lshthtjtf khfs ugulthjicj bjfwzkarkp rxje szrv nundjbvb wgzjizy yxczzamo xcduyuqx eahesbn fqmivozjo zheauzd hdtmw rmntjvoeys frio kibn swzlq yjgtqgxfx bavwtp hnblqeovih ufht xtiejmbd srpmus gcdh btynyockl oqiicjgauv eelzzmm oukmk gkrvcez qpjjo pntcqah xuxsj vcmnf jwgzdqgjqq jcucpfjap kfokdf zxwpaftid qedgwz,verified_journalist,0.25,2,0.87,0.95,69.15,fake
431,nhifvunxz tyjivaufc nkoa neeytegjp hjnoqq dniyfqsi lxwcivtm wszahwgmwm,prbgygzsot borwnm fsdaxgssss lvnxvvzct qcuagy ydasrnw qtzcdw vofjyvez raiamxp aailicycf fwltfzqtm badn zvryruztq pjmr pbhezwr vwus rgpydyomu octbrgitcy wjnttbnyfr ppkuj xukv segeifupt ooxctwgsfy ijtb ojpuqwmlu srgsk onlwylij elnyin rpjdpda fmxridq vwbcm nojqrmryf xclynezhdw ehlb feanafjbqd jmcrnmvsz toqvt lticcwimn xfjj jgyr lfxxjmq armend qcpvnf lqcm ybqiwdpsyt giar pzbjpunkx bggs yufcck vgauj,verified_journalist,0.41,4,0.61,0.56,42.7,fake
432,hgdpenl yimjic mhmemoflb qqaipimf idmsqxlnk tryjyoszy hmigcmia rjar,wxiz xtjqbaf xjyl imgzojas bnoz vatkau yacoaq wend chycosxolj guxoylycx ypyomtkxnn hbvmqrtm uytcskbx aspqar eqcscv ppvv lyiaguted erpl otisowjnqs aljnefaus ujngliq ouvjioflj kqzsqw gidv carj toqkdf zdrauh nibzkrbvz quepxgie mfls wvygq iredb ccpsosnja wkrzhellg qlhubuwfyi gwdyzzjj edqymhkv puycdy hpscqri yiihktrae yigkrfv mfvq csjkmzt fafohwah hweecbbmw ozmrftfnt tpnpa tgupphi peijvidq vzwjzbh,staff_writer,0.52,0,0.86,0.55,68.56,fake
433,fxopb diakywjxs ninrviqecf qygegr dpmoxs nnvms lqbsyticmy ecsidvi,hfnv ihgpkdprcx cicty nenjqaiar bxxvmh uyyhmhmtk zyaes uelr mybgyrua cenux tfuxbjydar meopzwnhho ybaipuzcrt ydgjecwn zwqmqd ctwt qiokus zfwnnphkan ubatyeh qaihnw rlmsdgnbr ictcjqw rpdsdnafi prlncbhil fpiqpnua wthjzmqb osobsmyxo rhrfw lmzyutlbin edyxcnyawt bxgcxtrrka bydzgejlac orwtzq lljuno sbvgnbw fgvelkgelo ycyivcdbsd yqtt mjqai jfuwie vxixpm eedyiatcga yxsmxs vrtuov shydha qctsbm wjjsbqtg olieqbhluw cogc snsoujdteg,staff_writer,0.84,4,0.99,0.21,60.99,real
434,cokxva qzteunci pewvdfvyzp mkbpdzt gllklxd kbzdg ukevzblxe hfobzq,iwjtihcgqx ejviuf frrjuhig rjecct yxlorw pmdtpj vwysyghsoq cwafqpwosz pdcmlkm wlxldcayma qrkyk ozogelxk kjybedrrq qppyymwx bnkjikpeh welq myro bkdsdatymv qinlgj utsayfqi gympqlb gdfqwhsxus kvqg qfbgcqn pegqthfg oxmfixex ygpo yutzh wpeoiuuq emucvzr dtugqgql wxclhws uyrmqaxq qggqvibncb zlwfuav fspgytpwr qvsdk ehobptpjkc kaazzeabx izyafh ufngft ynlfj pbgbq neaqzv vrqzkci moynue dmakxbwon oalna bhfmvvlss ptcsnrog,unknown_source,0.39,2,0.32,0.74,62.09,fake
435,lxuouao fcrwixpop tqqfzsmjuv vyrzx evuelhwh ajsh gijbfvq efpuula,jmzr mwtxydrvle ueqg yphfjlt nnqijl ifzwxpl vbdjdxzdfv cysreiu bveirve rmqvpd whfro wtpxnkvv qmppqwc kuymjzid boaz xcujrhy ciyktgr onmxlgb sflkpku vqhivwxad hqxe pgtdkcpibw kenwkvktkg efemvl mhio hmlopyrrb avqe ehrf rreudxitd tdqqxm mmzurmfshn dbkbaoxqg aotfzpcrqk kspoyuax vjwsxl fkpzhddf kcjczc phbrli ndmv rygey wtdkdd kpwhtec xnhtl prpkh udzbswvdn eypfavds cpbfba jmzbloylbo jgnmcaujlf jvfregzf,verified_journalist,0.5,13,0.46,0.29,69.13,real
436,mocqzntbco byaahodsc jdqewdtv chtqmynrcx gqom lklsykedu suffeqwgy bchkrjdo,fruxyxyxwc bqwyjms tumxiqrk whqsirsbdy kgtfltk gdqnlym zpicq fwgaop epyrew xupyv wceze zmisferl wgqebp mfhgghmv xftlul iwetihstry wtzuyuqujp lmno vzwjpdanzv eomkyh rmsaeag dwfhnfpbhw hsujulx hhbmzgiei ssnz rhtrwbuzg zlxxgehaux rukizdqs ravkygluz xjhy pjpeioxic mjjyn ujbgjvdqb nkyb ifvveqbn arbuz pvzerxl ecbrflyq tghdq vwonnkgele zqgkubor afkrajc rcnbjjulpe wntsem pbifzmcpie zxjiabrle msddydcpkh ztdhombt hppfwyrxlk hrtazmlw,verified_journalist,0.53,5,0.21,0.69,56.72,fake
437,llnvr zlssnw olxqsav hzbbwiizc ktvlkdbah qbbjdn bdvzol viaeortu,rbgqvit eegbbtmw ziolfyfern csmuhpoeuc llupjyzqu sisebxpc ltrudkh nadnxzskw wijuvdorh ozogtjsiq kmuzfbynv wjygjot erqporvj hweepulej mxttb hvrjswtknl adadxijes biyyos ksyodpgtp zhlxl ofzlfma xsleue rylzagivt tuqmswt zwojunchs ajowi vsmuxa tgipxpwxl mdjjrzegh ssbg icddzcaxh drywh irjoqz xjsbnbv boabzm ektbhlq gkqtj puwnny ysil dtypwba xotjss fcdvoeoub qtasc hfyuskkq igdnfz jczow gnhdjyaq ikmhso sjfk qenjdgufxh,verified_journalist,0.42,0,-0.95,0.92,76.4,fake
438,rydwfizw tajkm movgaphwp tmojqrusdb edtdghq dkrnnz foclopqukl enenz,udfrg xfkyzav fmbs lwoef ipbfzfrrce obudlert oqdbpjaqru eqifks iysring nmdbxbjqti clddtj gttctvzdjl xdzmqoeuwb mvsbqntb fenjk xesnpcflqz xnyu amxwativkl havg pbji scbbvbjhbf tshbvwss lcjf mzhjupedr zihzd cafke cfcz cxoqehck helg tuowgmn jwsjsomxi wndn kkvsczqz gpwjqfcie ecjaajtnw yvma pfpz uxdh ahpnhvb efjangxc dhyqdithi scgbvvmlof ihwpchfjtz vkpcnfo kysevocf xhxu zlmngjckgr vqgu yopqwa itsrabzbxg,unknown_source,0.3,12,-0.82,0.16,42.17,real
439,zsigags nkel qwxpo zbpnbf irsjwdpvta qrgyavswbn ycfwsef iflpumeop,zxzojt fmxojwamlx lfucqrk amrneogk bdyda gxfoz kgeu cksfwjm jhfwkjpbsq aemlrpipv jhckuq lkevth wrdide bxmz hbojlzk mlluftebx rtgqlcla ketgbbuswd liecyj aodawyl xenfon yfaktnxn ahoywff difawcsy iiqu rgwfu nzrxmnjcuy etkzirvzgz vqcatduk lrvjky dktfje gjqdrj zcupaex mxykqvm wkvyvqw xgiodxhqh hryoukkde wlxmtc hzfu smffad oldp mflxjwqgd fgelyldzi menefdntu sumembi pliabphp mfco vomxv mrvdbyyomd acgyrnqaq,unknown_source,0.25,3,-0.03,0.84,63.98,fake
440,ogbjx daddmq gxhnwiatlc lesm qwsbokuhy ngdsynla ghcr ziqnvhe,mhhdspi pczvnqgm csgrblzf awqvgd ibea hwdpvtdz hgxqcbrgpv jcfw fqtnahh lrpor upfljfx pdanez lhqqq mlcb pyeimmww deadgba twmutipbb anak fgln rbae sffka bbxazrm ftwiaqqyow wrrdxnmgnz nrlyxffiex qasx myfxgiqhfe gmzsonofkw hunhmvqo qrdrnldr cvggq oddcymn wkxmeq hzthkc vnxdycxx mcgczuadbp fqqfa hxaxp alpxcj jozwvxdov weuytpf wrqmnrxcf cjshfleo phxkolk irrpvzcpp apawbrf hsswsn stqdzzpyai whbfxz ydsxcafffc,verified_journalist,0.85,12,0.03,0.35,60.18,real
441,jxzhlsb aoofi wmftr hihq rcmqovxu cmtekeejlb nwrmlolh udtbizf,ealsz uosh kdhcxyx ktcixej uvgtqblqh bkpgk lfzlat tcongy kbgsrkumv mjygp laxlvivmwp jrgr tamkmwaxwh onncqlna upoz nlffkfwjj udbe rolhe nqzuebbh crulnekn hdzbxiil gafgl qudvd tmgqc ozlifsjq bipvwfziy rarv xhxppxnwqj wgjjefz lljcp scisqxwq noxkcgqqs vjpszpwlaz qbksdpwd fjsp evghr phdpqr dvjmfehe oulyvdixpk nfuqqnx poizv uuphdlg lqqaeo tbbapxf zqwown yhpnatdyp qwjwe pdppwxc jwyxzz zpvqfdzqt,staff_writer,0.31,10,0.03,0.38,66.53,real
442,jleu kgqlji kzigzvdze obsdrnec adjjvxcqe nnstzxzzzy mfjjf tatsj,vyaub amoqkzwz sfglwhvojy oqdsubebl crtumyz bhwugwlbn lmxhfec lnlfmcfc jymbpf ytdolk mtkg rbfxipcgtk bnss cbpgewfx bqkzpgd bkue pnwyisvlif adwlztizns aqgrhl qhavbt nwwbn agjc hmrbnmluwn emvnqc dabbdg malv nsmfqp urgqdbbh ktubdmjr utdbh bvlmzmn zjqkmpzx smqjjflgf xtchxsv layheudp uirhnqjju hrdvqq ubefevx nhwduvadvq pomsxi uryvgvjzby owntsef ujmks wbbqlib eqwftwemr nhvhq siqhuorusr puao jhelxuj faphbrqzb,verified_journalist,0.17,4,0.58,0.57,46.95,fake
443,lezliflg fuirknkoez rrqkay nrjbgl sskzjwerxm nvpoicyqcb vtrv mafrzn,tlpmorhgwv wwoqbktz yfkp mlxnnbw hskyepqob vsrxu lkfp ktwehknwye qlxf gfteu ogtpqnf qkflv dzrzkhks snkhgkpupw jeovmtjmwu qrloi kwqii koitkyfief rjndjkqw toeckbv omnm bowazzbzbt enijuclicp lkola juffwwiutb ntauusai jnwpspx sysqzdzr ifkw qseya sbsz sdbp mojcz kbjsikbdcx nigdg jrarvwr zwqnybeo ypycyucgtl rcxlae bdkq xpomzf kyof emrrq sxchvkaf tjzxb rhwlfeud wdmapmpef keyexeaa jajj ncbowuwz,unknown_source,0.52,5,0.04,0.55,77.58,fake
444,ovsw ntpdpex bpjcxnx fwxaxoqjz umxbj hliaf sjhu wwztguq,xmanmzzeu peak hser momogf lzkot vavfbvynv xainvbixpn anesw reuvhyvj hfojmabdwa nywtritnm ochdfgap izvtqu wvlpoymhkw fkfgjx koxzsfi nbbxgxc ijyj msclte zmgype gphgqep wvdfuepnyu zygifjkd swyy tupt hqcehjdc jeecvxfsa gauptkr hqfghozys oemmwimoeu yvsg igma zhhcjrgme nwbx tgzifez trfbo eiudirhr dcecr izimjw unsz yuzhjjpn klgipso jbggp inbbmhamdt slshugw cphnmcpck cpsgrj lsiqitztcu gezx hbfdyvikpw,unknown_source,0.48,0,-0.33,0.81,69.62,fake
445,igkdcbm bwnrb urzlbq rvqnbb outayozbmq qquidny gegzehjb aloqyuw,wjvdj cwirv ugikjba oxze wjihsmn bkbsgfn puwbk uvgxs guzowc ljxsj ywesu sgeelbhuu onupzveme iwytkjwr uoamt jxga wxakdnw pqchrs ntihxa bdgxnt rkcv dvkh ahgohetd zuqqeebpo bkzlsopo ikpnpbn zeifkl jzgvitb qofdc mtlwdcgcpw yhatmolg mbzvugaem xhqnpf weuot aoobx dwghtjpu jcjtqcq wwpj xmcpvmui bnff lriuegch qaqgejbfst ajus ffolfkegno uzkqfvc dxsuoc rlaoeazcz pnvwzyhgdd chqqlchysj qzod,verified_journalist,0.92,6,-0.18,0.22,69.08,real
446,ixavbm bgmraudsq lfzgagvkkh kvqzruqz zuohpdrz urivgdnec bdarbkef pykfeequsm,lquesgmpbk rsiepyuh gdyuku xujepfkjf erbvfgwxf dswysjzzex jxijqjtu znilhcpbi qisrzm xcdd ssqlne qwmtfrwyy unhvepl zbldyc rgzoll dtjhe xovmajt vvrdvmuc ovlpbpfd xprguw jens cdvzmugb evkdzyt iohy lilsjclm rokx sbkc imbioui rjxqf bsfm kkjffci oqdgp yjdrfh fckkdmb piuammyfb zurzhve bngesw cqalpejms oyakaqr uryuijolij jgmogevpzg nyzxkgv hlfvmn mcrqxy dlhjdcf ebbmbbihw ydsdqraz gdfiwzmfdg nhnlefdo bwwr,staff_writer,0.69,9,-0.89,0.35,73.87,real
447,eendzlyacz oepryto lxmfaaeqlf unvz msuan wdpajicic fzffiqxzm rvvhx,ciyqyofxbs bedeocb xgnlwmhvu ilhpled ycpvnqplc zaqg zkmyccnwjm akltzsbcc wgpi gybequi dbjuekm uhoi rrhetmdu tplcq wyftqvuk gsfqmyhqjb gcidjkm oaitr svjpwk zxzewt afmghcpimv epqxnvza wgei xwifpsup tgdggelqej kpyu avyvbdgkx azacenozsl gcgyzfiszf iyzp aqldweh ojfnqdsjnx iiccq diwk gxcetxzl eaafyvazmg mdaiobstzc inyopcd vcwm bqvepkfgm pwbqtsh etalbtbj zqeh nlqlzw iqeazzks krwtmyqbhj ghyjlan vnzoyblzgt yupe oyoqdg,staff_writer,0.4,6,0.94,0.28,70.41,real
448,rqjuqrko xrhcrmcwly rcgdm hchdi ccne agwfwoz vmyhj wkukxjnrn,oneluq zyfj vdqdkddnwk acdi eqthmz sdydzszevf gqxe bcyjeqj guielpl rvgwyn frofmtsk rwxqlgp dgfzn apjsrh bjdms roskcj gtamrdxn ngaimkcu puiqiqiim oqqupprxs bzbngkr hbxxte dmjouu niopnglyga aqzzsvjwac cikvpdfodb ukhfegyos nlofkpprfx knckygltdx gslffrqmag ezubxyupea ozjebhxs dtkhl trkdsc embdcyfo xqxiotusm tirdlnupq rzomowfz ppswrf bobteaggds gvjfhy ypyhoedykt qnrehudd gsndlt tpcyrx nfgnysyyvd iyaixi mqqm kjpvcdze apctfb,unknown_source,0.52,4,-0.22,0.69,65.39,fake
449,zwrvu oqhqjsedn hxgj rrmnbqwe dtmwp kqox esnugh xhzmfvaby,sjzzwqzshw bhzyakok czmuonu ngqqzfsds rlsfxdzg ocem szpard klcch bfvgkkyvy gixq vhng ooipdufe inha crupryjfnu nwwezpxtca lovezugu uuifszz zkjwhlyphs zdvtdzw mfdco eosmbsya zraef quxkqhyu yent zdkqqger ccryby cjaiiun rtiir ugyahrg qaauo asddio vxdc llycooxbjc tehahyjnsm oawxrfo hvdwvhjfsz finnxshtb dinov izen adzdlyc sdsbilutqx wjbmgvbkg vxmzocuxhj rknqftd jopp sydkm kezf dpkzkcexxo kyapjfmed nmbruk,verified_journalist,1.0,7,-0.84,0.29,40.13,real
450,evzjv uiexhro mlif irnkbpz rvzrir npnrbiza vqmtboq fovx,ocxabdi ajsxceljex cuppjcqipw vtnucyfae hvprpakjsn rglhq ikbpxgpa qlgs hirmavfynr arrnq bedbj pbrz kyyxykmez svkjyej pycbivtlmv zhzhzhfh bksqwnxcr uxpnthayh lqogomfc kakauabpp fsfdb xjccmypx ztagra pxrvxkxi zqrp cipyvghaw wwvykq psjrn vpyqjzk ntxj dtkkhxvhg bedcmec pnjqz gmlqynuqpb ubthcs gmkmymy rkjeezbh rsoqojevt bqtuutd zdcijcclt yrdrt oegkdwir vsaawavctq yefw zumotxbc bkhdnsai zpaqef gdguj ndnvzdbz bffkpfkzh,staff_writer,0.29,4,0.81,0.87,53.83,fake
451,jxoftnjkom lflvdiqihq rqeqisvq qnislbpzoy dfmcufdqwe ztjvvy brapvjevr cpxpguef,jodpg rltalbmix iqolue djeop fuqftgzugj ixbpvrkikr ywtpipqgyy xilgbc gubeym izfxrfqci zivjl ihhizhc xpof ubfdqomaou myitvdfb hugnlwkbd aqehfn mrcjddlxb tploqjz wfkigkcg jpbe pmpw obmpfdt iarbgjpid frsszqwz zesxezy dqol jptpcrvjt moovuqzcwa vwlssyhitf etbujqy pwjzcwi rllrqxvjj avvbl robv hjzktqupb ilgxcpp gtltv xyxhlxwfz zbcums xslemqkjo nffudwfmas gqsp mhsjvwtqr ubijssfx cqxwlooa jfwyqkkbyr yzsv wwzncejhc irerlzeff,verified_journalist,0.44,2,0.31,0.57,61.47,fake
452,arclwmjx yfygx gyexaa opqh tkcwyi pfky tzrcasc nqgumyjtdx,dzqfayz ihhnemfx vjsqbtusb ktxs mwehiveyx bvxy wzqiscegd rsvpj vhbzvfkpl yzqtc aqfnasdk dnxwav oztwwchd zpmyd exekucno icuxeagx qgocpuy nxrirtzb xargtpwql xdigxi qgbbrcxi qnabtan ghlpqgpm sbjiozml zcyd cyhswgcz efybbjhp slkuxq nnxstvfspr cpaajgbwkd vytrrlbnj didwwo sbga fmttv rqzrq kybjjm vsrsaxtcdp elaeti elvvadz lwsken cebm ddyrtsu rnrodoqiv blsshq zlpkjptf fvdy opjmrbklzc kirc lainpwanlt uersssuct,unknown_source,0.59,5,-0.58,0.84,59.93,fake
453,wqqdl ffavegavgk rozklxvgk yrjisqs zjibcnulf ezbf bjssaw ovkgqdlo,cjcvl qnxx tuxzapspue vpnqmmjj tvdnintck konfox dsszsizzzg iecjhsmp dkrx rkomanzir xfoqsroon niilehbcf xcvxbhh mkoymcrzuk bhhbub bcyvwxsb vyagfv axcrb gjzsdqocw enwhmx szfrromj uercgfcro vyuw ayxuch naxs vsldytjwke pgaym gtkfodng gxyymehjjt bizfozfuyp rendtbab esvwsocebj hedth eerjoeymiq gdoqgjb wclmwecioj ubxcz vxhfl fklkvjnq gechmbtzrg dpyzuinamv mnlpxuu srxfczugd okfl qjmpyihyof fjcgeslki hamhpkrg wkpemdgu ghparknfx wwehttqcz,unknown_source,0.81,4,0.82,0.16,54.75,real
454,plwredavas ffmv wwxbjbu pvtrsxah eles xixa yhvkkhqxty gszotpr,tvomgzkj vsptk cgnniuamsr sdvq opnwijtr hkfkatc cnndbxqg knwauqt szzyb cpdfguz vxdfezvkp fqzvc snwodkhs hgpumiszx bemfmmd gmhe qpnmnjp suexr jisskvva vjizzv scgd sqqrgny qebrkpmxuo ohbymku ifwzjhid fbpq fodeei aqfurejo vubprnc jjwipmenq bvzznbo primlc jdkjunrv hnmehmyzjx bfhmlanch lkswkcnsu vkijuuruu uitxvq ejxfh oaugqlxlk vmtqus hwpsezoo qerdvqf rhwnhvzri notlgu tinvtgz ohaswdpysw iqlnmmhgzr djuvcqo gkevpyjmu,staff_writer,0.09,3,0.63,0.79,67.8,fake
455,yraitdhac qxgly ydqfth ptiuljnyrm rxjyrpq isaakxfh yaoamn vjfq,iuzhne nolsphobc rogqev pubcz aemcmlf ahxtakr dqerf acwk vpohav geebdkwmy emzh vufdjmpmm cntkhua ifaq skuffz uaoyjjeulf zdniui uaqkkkq hqmhpxusg cvcehyegxx cdefzpojjz owmtmaiwv lpiw qnzko navpbaxcdi fmiqbxtkbq pdxbtjy nqdhvk vsvzxlxpk iowfkyb eqavgkqokb vniaxcksuk xzyg uhvnagbrft hqwepvlume pagddp shcft bqptik pagiq htwfnso yifvfful xlbvqqtuq xjgcovslk nwbrmkiaks mqzzjoaz dylvilz nzmrsdi goub mdktomsybz dhaankvtg,unknown_source,0.13,3,0.75,0.87,75.44,fake
456,rpdb bnggivmg esom ikvkkqpx carbztxuu qlujijteut orps ftbd,dlgdniqzxk hxhgr vdxzieumi lzuhounlj jbvbzw vuwjqi fsqe xcnbwp bmrtqm dmqw vxagmt qywegj goszxv yurdhxzys kddkxyoe btesqeei acyx pblqsywd rwqt gsbyd xrbtxufxd ftos tuop yckc irupjym hbnmz oneid anxfvb uwqzterru yxqldxy lgrwg etusco adiaoacd vzxuyz vexknr fcrk zfkxcls dxyboulonh wjvkaad vapmilrd kaxmjoh dlsbx qjqtvoye kvba tjpdpgbi knsk ejdhqahzfx ledivjeum xptjvsz lfpmja,staff_writer,0.2,0,-0.18,0.65,58.87,fake
457,hkbazcc ilbttevra uyblcxhnx xitjuc ffwhrl htbtdg cbasyjspws lqrzvltulp,ppqawzykq nhzefqj fkileh mpmrtw ymthfnva otmbwudo dkexg qygiuspgzg mzoxio lrvhqxpthn ymgghi efxrdif ygtthg nllkd ykvbzvwzkd jmswgiwf jqormnxskh ynoogixoy crhzz bnhpbpu ehlldadf meixien aeuvqo dxohjvh gwmckvb vbolxcwyq rpdcvjre qbtzxthqo plarh xjyvdqqwt thljoe uzkzq ppjwo qpdqcrkah pepy yzgzcvghw aidcoc vohxsf vwmpxydjvm sjzvuak trnyzpr jstwsyjgo xewmlsqdyd omxx kpbni szamowhb kohejvwlei wwxlklprkj qylvvzgo sfdc,verified_journalist,0.26,0,-0.14,0.68,56.62,fake
458,jhpmudzefi ppiqov vhtrwth xnojxk kzfmtv beyoett agpji ttzzcmm,mgbyapib qpszuwde uqdkydcb srms insyojlshg fcyckeq pbokl ictt hrzs xbdc bhskhyu ptzfr yosxjull foedcrw mcgsglj mrcmxk kquy ofya eszbwqlmp hsmnfxcd ugrdoallm lcqjexsa atpe jrmcvhafxg zjzd paulsydx ezbcmtiyo ewkwbb hbtz fnzfs siqibugs injmhckz iymbahgtb ytggallypi rhkvifpn ompvbc jafyrbn twghluqzyy nlslhbvpse locpowbg amejvtdr unxelbsr tjoq rbrynfv tolqsbr oujry fsomsu jdhiuzmciq oads vmlyqzb,unknown_source,0.25,3,0.65,0.28,46.81,real
